Sentence #,Word,Tag
Frase139,il,O
Frase139,contesto,O
Frase139,in,O
Frase139,uno,O
Frase139,scenario,O
Frase139,meeting,B_NOME_SCENARIO
Frase140,Cambia,O
Frase140,l'ambientazione,O
Frase140,per,O
Frase140,una,O
Frase140,presentazione,O
Frase140,simulazione,B_NOME_SCENARIO
Frase141,Cambia,O
Frase141,l'ambiente,O
Frase141,in,O
Frase141,uno,O
Frase141,scenario,O
Frase141,riunione,B_NOME_SCENARIO
Frase141,.,O
Frase142,Puoi,O
Frase142,mettere,O
Frase142,uno,O
Frase142,scenario,O
Frase142,collaborazione,B_NOME_SCENARIO
Frase142,per,O
Frase142,l'evento,O
Frase142,online,O
Frase143,Cambia,O
Frase143,il,O
Frase143,contesto,O
Frase143,in,O
Frase143,uno,O
Frase143,scenario,O
Frase143,conversazione,B_NOME_SCENARIO
Frase143,.,O
Frase144,Il,O
Frase144,prossimo,O
Frase144,meeting,O
Frase144,dovrebbe,O
Frase144,avere,O
Frase144,l'atmosfera,O
Frase144,di,O
Frase144,un,O
Frase144,scenario,O
Frase144,discussione,B_NOME_SCENARIO
Frase145,Muxi,O
Frase145,",",O
Frase145,crea,O
Frase145,uno,O
Frase145,scenario,O
Frase145,garage,B_NOME_SCENARIO
Frase145,per,O
Frase145,la,O
Frase145,conferenza,O
Frase145,online,O
Frase146,Cambia,O
Frase146,il,O
Frase146,contesto,O
Frase146,della,O
Frase146,sessione,O
Frase146,di,O
Frase146,simulazione,B_NOME_SCENARIO
Frase146,.,O
Frase147,Puoi,O
Frase147,mettere,O
Frase147,uno,O
Frase147,scenario,O
Frase147,colloquio,B_NOME_SCENARIO
Frase147,per,O
Frase147,la,O
Frase147,lezione,O
Frase148,Modifica,O
Frase148,l'ambiente,O
Frase148,in,O
Frase148,uno,O
Frase148,scenario,O
Frase148,collaborativo,B_NOME_SCENARIO
Frase149,Puoi,O
Frase149,cambiare,O
Frase149,il,O
Frase149,contesto,O
Frase149,in,O
Frase149,uno,O
Frase149,scenario,O
Frase149,riunione,B_NOME_SCENARIO
Frase150,Cambia,O
Frase150,l'ambientazione,O
Frase150,per,O
Frase150,una,O
Frase150,presentazione,O
Frase150,simulazione,B_NOME_SCENARIO
Frase151,Cambia,O
Frase151,l'ambiente,O
Frase151,in,O
Frase151,uno,O
Frase151,scenario,O
Frase151,meeting,B_NOME_SCENARIO
Frase151,.,O
Frase152,Puoi,O
Frase152,mettere,O
Frase152,uno,O
Frase152,scenario,O
Frase152,collaborativo,B_NOME_SCENARIO
Frase152,per,O
Frase152,l'evento,O
Frase152,online,O
Frase153,Cambia,O
Frase153,il,O
Frase153,contesto,O
Frase153,in,O
Frase153,uno,O
Frase153,scenario,O
Frase153,discussione,B_NOME_SCENARIO
Frase153,.,O
Frase154,Il,O
Frase154,prossimo,O
Frase154,meeting,O
Frase154,dovrebbe,O
Frase154,avere,O
Frase154,l'atmosfera,O
Frase154,di,O
Frase154,un,O
Frase154,scenario,O
Frase154,colloquio,B_NOME_SCENARIO
Frase155,Muxi,O
Frase155,",",O
Frase155,crea,O
Frase155,uno,O
Frase155,scenario,O
Frase155,garage,B_NOME_SCENARIO
Frase155,per,O
Frase155,la,O
Frase155,conferenza,O
Frase155,online,O
Frase156,Cambia,O
Frase156,il,O
Frase156,contesto,O
Frase156,della,O
Frase156,sessione,O
Frase156,di,O
Frase156,role play,B_NOME_SCENARIO
Frase156,.,O
Frase157,Puoi,O
Frase157,mettere,O
Frase157,uno,O
Frase157,scenario,O
Frase157,dialogo,B_NOME_SCENARIO
Frase157,per,O
Frase157,la,O
Frase157,lezione,O
Frase158,Modifica,O
Frase158,l'ambiente,O
Frase158,in,O
Frase158,uno,O
Frase158,scenario,O
Frase158,collaborazione,B_NOME_SCENARIO
Frase159,Puoi,O
Frase159,cambiare,O
Frase159,il,O
Frase159,contesto,O
Frase159,in,O
Frase159,uno,O
Frase159,scenario,O
Frase159,conference,B_NOME_SCENARIO
Frase160,Cambia,O
Frase160,l'ambientazione,O
Frase160,per,O
Frase160,una,O
Frase160,presentazione,O
Frase160,role play,B_NOME_SCENARIO
Frase161,Cambia,O
Frase161,il,O
Frase161,contesto,O
Frase161,in,O
Frase161,uno,O
Frase161,scenario,O
Frase161,riunione,B_NOME_SCENARIO
Frase161,.,O
Frase162,Puoi,O
Frase162,mettere,O
Frase162,uno,O
Frase162,scenario,O
Frase162,collaborazione,B_NOME_SCENARIO
Frase162,per,O
Frase162,la,O
Frase162,simulazione,O
Frase162,online,O
Frase163,Cambia,O
Frase163,l'ambiente,O
Frase163,in,O
Frase163,uno,O
Frase163,scenario,O
Frase163,dibattito,B_NOME_SCENARIO
Frase163,.,O
Frase164,Il,O
Frase164,prossimo,O
Frase164,meeting,O
Frase164,dovrebbe,O
Frase164,avere,O
Frase164,l'atmosfera,O
Frase164,di,O
Frase164,un,O
Frase164,scenario,O
Frase164,colloquio,B_NOME_SCENARIO
Frase165,Muxi,O
Frase165,",",O
Frase165,crea,O
Frase165,uno,O
Frase165,scenario,O
Frase165,garage,B_NOME_SCENARIO
Frase165,per,O
Frase165,la,O
Frase165,conferenza,O
Frase165,online,O
Frase166,Cambia,O
Frase166,il,O
Frase166,contesto,O
Frase166,della,O
Frase166,sessione,O
Frase166,di,O
Frase166,simulazione,B_NOME_SCENARIO
Frase166,.,O
Frase167,Puoi,O
Frase167,mettere,O
Frase167,uno,O
Frase167,scenario,O
Frase167,conversazione,B_NOME_SCENARIO
Frase167,per,O
Frase167,la,O
Frase167,lezione,O
Frase168,Modifica,O
Frase168,l'ambiente,O
Frase168,in,O
Frase168,uno,O
Frase168,scenario,O
Frase168,collaborativo,B_NOME_SCENARIO
Frase169,Puoi,O
Frase169,cambiare,O
Frase169,il,O
Frase169,contesto,O
Frase169,in,O
Frase169,uno,O
Frase169,scenario,O
Frase169,conferenza,B_NOME_SCENARIO
Frase170,Cambia,O
Frase170,l'ambientazione,O
Frase170,per,O
Frase170,una,O
Frase170,presentazione,O
Frase170,role play,B_NOME_SCENARIO
Frase171,Cambia,O
Frase171,l'ambiente,O
Frase171,in,O
Frase171,uno,O
Frase171,scenario,O
Frase171,meeting,B_NOME_SCENARIO
Frase171,.,O
Frase172,Puoi,O
Frase172,mettere,O
Frase172,uno,O
Frase172,scenario,O
Frase172,brainstorming,B_NOME_SCENARIO
Frase172,per,O
Frase172,l'evento,O
Frase172,online,O
Frase173,Cambia,O
Frase173,il,O
Frase173,contesto,O
Frase173,in,O
Frase173,uno,O
Frase173,scenario,O
Frase173,intervista,B_NOME_SCENARIO
Frase173,.,O
Frase174,Il,O
Frase174,prossimo,O
Frase174,meeting,O
Frase174,dovrebbe,O
Frase174,avere,O
Frase174,l'atmosfera,O
Frase174,di,O
Frase174,un,O
Frase174,scenario,O
Frase174,confronto,B_NOME_SCENARIO
Frase175,Muxi,O
Frase175,",",O
Frase175,crea,O
Frase175,uno,O
Frase175,scenario,O
Frase175,garage,B_NOME_SCENARIO
Frase175,per,O
Frase175,la,O
Frase175,conferenza,O
Frase175,online,O
Frase176,Cambia,O
Frase176,il,O
Frase176,contesto,O
Frase176,della,O
Frase176,sessione,O
Frase176,di,O
Frase176,prova,B_NOME_SCENARIO
Frase176,.,O
Frase177,Puoi,O
Frase177,mettere,O
Frase177,uno,O
Frase177,scenario,O
Frase177,dialogo,B_NOME_SCENARIO
Frase177,per,O
Frase177,la,O
Frase177,lezione,O
Frase178,Modifica,O
Frase178,l'ambiente,O
Frase178,in,O
Frase178,uno,O
Frase178,scenario,O
Frase178,brainstorming,B_NOME_SCENARIO
Frase179,Puoi,O
Frase179,cambiare,O
Frase179,il,O
Frase179,contesto,O
Frase179,in,O
Frase179,uno,O
Frase179,scenario,O
Frase179,summit,B_NOME_SCENARIO
Frase180,Cambia,O
Frase180,l'ambientazione,O
Frase180,per,O
Frase180,una,O
Frase180,presentazione,O
Frase180,prova,B_NOME_SCENARIO
Frase181,Cambia,O
Frase181,l'ambiente,O
Frase181,in,O
Frase181,uno,O
Frase181,scenario,O
Frase181,riunione,B_NOME_SCENARIO
Frase181,.,O
Frase182,Puoi,O
Frase182,mettere,O
Frase182,uno,O
Frase182,scenario,O
Frase182,brainstorming,B_NOME_SCENARIO
Frase182,per,O
Frase182,la,O
Frase182,simulazione,O
Frase182,online,O
Frase183,Cambia,O
Frase183,il,O
Frase183,contesto,O
Frase183,in,O
Frase183,uno,O
Frase183,scenario,O
Frase183,confronto,B_NOME_SCENARIO
Frase183,.,O
Frase184,Il,O
Frase184,prossimo,O
Frase184,meeting,O
Frase184,dovrebbe,O
Frase184,avere,O
Frase184,l'atmosfera,O
Frase184,di,O
Frase184,un,O
Frase184,scenario,O
Frase184,intervista,B_NOME_SCENARIO
Frase185,Muxi,O
Frase185,",",O
Frase185,crea,O
Frase185,uno,O
Frase185,scenario,O
Frase185,garage,B_NOME_SCENARIO
Frase185,per,O
Frase185,la,O
Frase185,conferenza,O
Frase185,online,O
Frase186,Cambia,O
Frase186,il,O
Frase186,contesto,O
Frase186,della,O
Frase186,sessione,O
Frase186,di,O
Frase186,prova,B_NOME_SCENARIO
Frase186,.,O
Frase187,Puoi,O
Frase187,mettere,O
Frase187,uno,O
Frase187,scenario,O
Frase187,discussione,B_NOME_SCENARIO
Frase187,per,O
Frase187,la,O
Frase187,lezione,O
Frase188,Modifica,O
Frase188,l'ambiente,O
Frase188,in,O
Frase188,uno,O
Frase188,scenario,O
Frase188,brainstorming,B_NOME_SCENARIO
Frase189,Puoi,O
Frase189,cambiare,O
Frase189,il,O
Frase189,contesto,O
Frase189,in,O
Frase189,uno,O
Frase189,scenario,O
Frase189,summit,B_NOME_SCENARIO
Frase190,Cambia,O
Frase190,l'ambientazione,O
Frase190,per,O
Frase190,una,O
Frase190,presentazione,O
Frase190,prova,B_NOME_SCENARIO
Frase191,Cambia,O
Frase191,l'ambiente,O
Frase191,in,O
Frase191,uno,O
Frase191,scenario,O
Frase191,meeting,B_NOME_SCENARIO
Frase191,.,O
Frase192,Puoi,O
Frase192,mettere,O
Frase192,uno,O
Frase192,scenario,O
Frase192,collaborazione,B_NOME_SCENARIO
Frase192,per,O
Frase192,l'evento,O
Frase192,online,O
Frase193,Cambia,O
Frase193,il,O
Frase193,contesto,O
Frase193,in,O
Frase193,uno,O
Frase193,scenario,O
Frase193,discussioni,B_NOME_SCENARIO
Frase193,.,O
Frase194,Il,O
Frase194,prossimo,O
Frase194,meeting,O
Frase194,dovrebbe,O
Frase194,avere,O
Frase194,l'atmosfera,O
Frase194,di,O
Frase194,un,O
Frase194,scenario,O
Frase194,colloqui,B_NOME_SCENARIO
Frase195,Muxi,O
Frase195,",",O
Frase195,crea,O
Frase195,uno,O
Frase195,scenario,O
Frase195,garage,B_NOME_SCENARIO
Frase195,per,O
Frase195,la,O
Frase195,conferenza,O
Frase195,online,O
Frase196,Cambia,O
Frase196,il,O
Frase196,contesto,O
Frase196,della,O
Frase196,sessione,O
Frase196,di,O
Frase196,simulazione,B_NOME_SCENARIO
Frase196,.,O
Frase197,Puoi,O
Frase197,mettere,O
Frase197,uno,O
Frase197,scenario,O
Frase197,colloqui,B_NOME_SCENARIO
Frase197,per,O
Frase197,la,O
Frase197,lezione,O
Frase198,Modifica,O
Frase198,l'ambiente,O
Frase198,in,O
Frase198,uno,O
Frase198,scenario,O
Frase198,collaborazione,B_NOME_SCENARIO
Frase199,Puoi,O
Frase199,cambiare,O
Frase199,il,O
Frase199,contesto,O
Frase199,in,O
Frase199,uno,O
Frase199,scenario,O
Frase199,meeting,B_NOME_SCENARIO
Frase200,Cambia,O
Frase200,l'ambientazione,O
Frase200,per,O
Frase200,una,O
Frase200,presentazione,O
Frase200,simulazione,B_NOME_SCENARIO
Frase201,Cambia,O
Frase201,l'ambiente,O
Frase201,in,O
Frase201,uno,O
Frase201,scenario,O
Frase201,meeting,B_NOME_SCENARIO
Frase201,.,O
Frase202,Puoi,O
Frase202,mettere,O
Frase202,uno,O
Frase202,scenario,O
Frase202,collaborazione,B_NOME_SCENARIO
Frase202,per,O
Frase202,la,O
Frase202,riunione,O
Frase202,online,O
Frase203,Cambia,O
Frase203,il,O
Frase203,contesto,O
Frase203,in,O
Frase203,uno,O
Frase203,scenario,O
Frase203,discussioni,B_NOME_SCENARIO
Frase203,.,O
Frase204,Il,O
Frase204,prossimo,O
Frase204,meeting,O
Frase204,dovrebbe,O
Frase204,avere,O
Frase204,l'atmosfera,O
Frase204,di,O
Frase204,un,O
Frase204,scenario,O
Frase204,colloqui,B_NOME_SCENARIO
Frase205,Muxi,O
Frase205,",",O
Frase205,crea,O
Frase205,uno,O
Frase205,scenario,O
Frase205,garage,B_NOME_SCENARIO
Frase205,per,O
Frase205,la,O
Frase205,conferenza,O
Frase205,online,O
Frase206,Cambia,O
Frase206,il,O
Frase206,contesto,O
Frase206,della,O
Frase206,sessione,O
Frase206,di,O
Frase206,simulazione,B_NOME_SCENARIO
Frase206,.,O
Frase207,Puoi,O
Frase207,mettere,O
Frase207,uno,O
Frase207,scenario,O
Frase207,colloqui,B_NOME_SCENARIO
Frase207,per,O
Frase207,la,O
Frase207,lezione,O
Frase208,Modifica,O
Frase208,l'ambiente,O
Frase208,in,O
Frase208,uno,O
Frase208,scenario,O
Frase208,collaborazione,B_NOME_SCENARIO
Frase209,Puoi,O
Frase209,cambiare,O
Frase209,il,O
Frase209,contesto,O
Frase209,in,O
Frase209,uno,O
Frase209,scenario,O
Frase209,meeting,B_NOME_SCENARIO
Frase210,Cambia,O
Frase210,l'ambientazione,O
Frase210,per,O
Frase210,una,O
Frase210,presentazione,O
Frase210,simulazione,B_NOME_SCENARIO
Frase211,Cambia,O
Frase211,l'ambiente,O
Frase211,in,O
Frase211,uno,O
Frase211,scenario,O
Frase211,summit,B_NOME_SCENARIO
Frase211,.,O
Frase212,Puoi,O
Frase212,mettere,O
Frase212,uno,O
Frase212,scenario,O
Frase212,brainstorming,B_NOME_SCENARIO
Frase212,per,O
Frase212,la,O
Frase212,simulazione,O
Frase212,online,O
Frase213,Cambia,O
Frase213,il,O
Frase213,contesto,O
Frase213,in,O
Frase213,uno,O
Frase213,scenario,O
Frase213,dibattito,B_NOME_SCENARIO
Frase213,.,O
Frase214,Il,O
Frase214,prossimo,O
Frase214,meeting,O
Frase214,dovrebbe,O
Frase214,avere,O
Frase214,l'atmosfera,O
Frase214,di,O
Frase214,un,O
Frase214,scenario,O
Frase214,intervista,B_NOME_SCENARIO
Frase215,Muxi,O
Frase215,",",O
Frase215,crea,O
Frase215,uno,O
Frase215,scenario,O
Frase215,garage,B_NOME_SCENARIO
Frase215,per,O
Frase215,la,O
Frase215,conferenza,O
Frase215,online,O
Frase216,Cambia,O
Frase216,il,O
Frase216,contesto,O
Frase216,della,O
Frase216,sessione,O
Frase216,di,O
Frase216,prova,B_NOME_SCENARIO
Frase216,.,O
Frase217,Puoi,O
Frase217,mettere,O
Frase217,uno,O
Frase217,scenario,O
Frase217,confronto,B_NOME_SCENARIO
Frase217,per,O
Frase217,la,O
Frase217,lezione,O
Frase218,Modifica,O
Frase218,l'ambiente,O
Frase218,in,O
Frase218,uno,O
Frase218,scenario,O
Frase218,brainstorming,B_NOME_SCENARIO
Frase219,Puoi,O
Frase219,cambiare,O
Frase219,il,O
Frase219,contesto,O
Frase219,in,O
Frase219,uno,O
Frase219,scenario,O
Frase219,summit,B_NOME_SCENARIO
Frase220,Cambia,O
Frase220,l'ambientazione,O
Frase220,per,O
Frase220,una,O
Frase220,presentazione,O
Frase220,prova,B_NOME_SCENARIO
